name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season
Xavier Munford,458,0.508,0.469,0.301,0.601,0.446,0.284,0.3,0.154,0.415,0.326,0.79,0.34299999999999997,0.7070000000000001,2013-14
E.C. Matthews,356,0.535,0.48700000000000004,0.348,0.556,0.29,0.272,0.35100000000000003,0.147,0.379,0.348,0.872,0.419,0.738,2013-14
Gilvydas Biruta,264,0.542,0.511,0.5720000000000001,0.609,0.478,0.307,0.42,0.529,0.121,0.188,1,0.39,0.67,2013-14
Hassan Martin,153,0.544,0.539,0.693,0.642,0.6759999999999999,0.235,0.361,0.846,0.07200000000000001,0.091,1,0.46399999999999997,0.535,2013-14
Jarelle Reischel,138,0.509,0.475,0.594,0.488,0.45,0.13,0.33299999999999996,0.667,0.275,0.342,1,0.594,0.598,2013-14
T.J. Buchanan,122,0.537,0.475,0.516,0.5870000000000001,0.35100000000000003,0.336,0.366,0.133,0.14800000000000002,0.222,1,0.8690000000000001,0.6509999999999999,2013-14
"MINNIS,BIGGIE",78,0.508,0.494,0.5379999999999999,0.47600000000000003,0.25,0.282,0.364,0.25,0.179,0.5,0.7140000000000001,0.5,0.5379999999999999,2013-14
Ifeanyi Onyekaba,64,0.532,0.516,0.7340000000000001,0.638,0.6,0.266,0.17600000000000002,0.667,0,NA,NA,0.922,0.542,2013-14
Matthew Butler,30,0.45000000000000007,0.45,0.1,0.667,0.5,0.267,0.125,0,0.633,0.368,0.857,0,NA,2013-14
Mike Powell,22,0.44600000000000006,0.386,0.136,0,NA,0.22699999999999998,0.2,0,0.636,0.35700000000000004,0.6,0.364,0.75,2013-14
Mike Aaman,14.000000000000002,0.518,0.5,0.857,0.5,0.5,0.14300000000000002,0.5,1,0,NA,NA,0.071,1,2013-14
Jonathan Nazarko,2,0,0,0,NA,NA,0,NA,NA,1,0,NA,0,NA,2013-14
Shane Plunkett,1,0,0,0,NA,NA,0,NA,NA,1,0,NA,0,NA,2013-14
A.J. Kemp,1,0.256,0,1,0,NA,0,NA,NA,0,NA,NA,2,0.5,2013-14
Eric Youncofski,0,1.053,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2013-14
Total,1703,0.523,0.48700000000000004,0.45299999999999996,0.579,0.45899999999999996,0.268,0.33899999999999997,0.32899999999999996,0.278,0.321,0.8420000000000001,0.457,0.653,2013-14
