name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Lucky Jones,22,0.258,0.262,0.647,0.065,0.037000000000000005,0.2,2012-13,RobertMorris
Mike McFadden,17,0.10300000000000001,0.10400000000000001,0.588,0,0,NA,2012-13,RobertMorris
Stephan Hawkins,14,0.28600000000000003,0.17600000000000002,0.3,0.114,0.267,1,2012-13,RobertMorris
Russell Johnson,12,0.16899999999999998,0.16699999999999998,0.4,0.01,0.022000000000000002,1,2012-13,RobertMorris
Vaughn Morgan,11,0.37,0.43799999999999994,0.7,0.091,NA,0,2012-13,RobertMorris
Anthony Myers-Pate,10,0.14300000000000002,0.139,0.5,0,0,NA,2012-13,RobertMorris
Karvel Anderson,9,0.207,0.235,0.667,0.024,0.048,1,2012-13,RobertMorris
David Appolon,7,0.21899999999999997,0.28600000000000003,0.5710000000000001,0,0,NA,2012-13,RobertMorris
Coron Williams,2,0.091,0.083,0.5,0,0,NA,2012-13,RobertMorris
Velton Jones,1,0.013999999999999999,0,0,0,0,NA,2012-13,RobertMorris
Keith Armstrong,1,0.091,0,0,0,NA,NA,2012-13,RobertMorris
Total,106,0.154,0.156,0.5379999999999999,0.024,0.038,0.615,2012-13,RobertMorris
