name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Kyle Alexander,21,0.221,0.23399999999999999,0.789,0.032,0.037000000000000005,0.5,2018-19
Grant Williams,21,0.142,0.147,0.75,0.005,0.01,1,2018-19
Admiral Schofield,17,0.127,0.10300000000000001,0.5,0.006,0.013999999999999999,1,2018-19
Derrick Walker,4,0.231,0.222,0.667,0.16699999999999998,0,0,2018-19
Jordan Bowden,3,0.048,0.027999999999999997,0.33299999999999996,0,0,NA,2018-19
Yves Pons,3,0.111,0.14300000000000002,1,0,0,NA,2018-19
John Fulkerson,3,0.07,0.069,0.667,0,0,NA,2018-19
Lamonte Turner,2,0.031,0.022000000000000002,0.5,0,0,NA,2018-19
Jalen Johnson,1,0,0,NA,0,0,NA,2018-19
Jordan Bone,1,0.011000000000000001,0,0,0,0,NA,2018-19
Total,76,0.105,0.107,0.6709999999999999,0.006999999999999999,0.009000000000000001,0.6,2018-19
