name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Trey Murphy III,11,0.17300000000000001,0.182,0.889,0.054000000000000006,0,0,2019-20
Robert Martin,10,0.057999999999999996,0.071,0.8,0.095,0.182,0.5,2019-20
Drew Peterson,9,0.068,0.095,0.8,0.025,0,0,2019-20
Josh Parrish,9,0.048,0.057,0.833,0.12,0.111,0.33299999999999996,2019-20
Chris Mullins,4,0.043,0,0,0.018000000000000002,0.059000000000000004,1,2019-20
Max Fiedler,3,0.107,0.105,0.667,0,0,NA,2019-20
Payton Moore,2,0.017,0,0,0.053,0.16699999999999998,1,2019-20
Zach Crisler,2,0.125,0.083,0.5,0,0,NA,2019-20
Quincy Olivari,2,0.111,0.111,0.5,0,0,NA,2019-20
Tim Harrison,1,0.14300000000000002,0.2,1,0,0,NA,2019-20
Ako Adams,1,0,0,NA,0.04,0.14300000000000002,1,2019-20
Total,54,0.065,0.071,0.703,0.04,0.052000000000000005,0.429,2019-20
