shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.327,0.647,0.064,0.691,2019-20
2pt Jumpers,0.287,0.37200000000000005,0.09300000000000001,0.41,2019-20
3pt Shots,0.386,0.324,0.008,0.326,2019-20
