name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Marten Linssen,26,0.16,0.16699999999999998,0.75,0.057999999999999996,0.043,0.33299999999999996,2019-20
Imajae Dodd,20,0.2,0.159,0.583,0.235,0.4,0.5,2019-20
Shykeim Phillips,10,0.065,0.078,0.7140000000000001,0.025,0,0,2019-20
Jake Boggs,10,0.147,0.174,0.8,0.147,0.2,0.4,2019-20
Jaylen Sims,8,0.087,0.094,0.75,0.05,0,0,2019-20
John Bowen,7,0.2,0.2,0.75,0.16699999999999998,1,1,2019-20
Ty Gadsden,6,0.08800000000000001,0.059000000000000004,0.33299999999999996,0.032,0,0,2019-20
Mike Okauru,4,0.017,0.017,0.5,0.028999999999999998,0,0,2019-20
Brian Tolefree,3,0.02,0,0,0.05,0,0,2019-20
Brent Jenkins,1,0,0,NA,0.33299999999999996,1,1,2019-20
Total,95,0.09300000000000001,0.10099999999999999,0.672,0.059000000000000004,0.057999999999999996,0.324,2019-20
