name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Devonte Upson,41,0.214,0.255,0.833,0.111,0.17,0.727,2014-15
Onochie Ochie,17,0.113,0.113,0.727,0.085,0.14300000000000002,0.667,2014-15
Daniel Grieves,16,0.121,0.105,0.5710000000000001,0.19,0.375,0.75,2014-15
Cedric Jenkins,10,0.059000000000000004,0.055,0.5,0.059000000000000004,0.067,0.5,2014-15
Bret Barclay,2,0.091,0,0,0.077,0.25,1,2014-15
Jimmie Duplessis,2,0,0,NA,0.067,0,0,2014-15
Andrew Guillory,2,0.032,0.028999999999999998,0.5,0,0,NA,2014-15
Zay Jackson,1,0.008,0.013999999999999999,1,0,0,NA,2014-15
Dylon Maggio,1,0,0,NA,0,0,NA,2014-15
Total,92,0.083,0.09699999999999999,0.7240000000000001,0.068,0.11,0.6559999999999999,2014-15
