start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season,team
"Rebound, 0-10 s",0.179,0.653,0.21899999999999997,0.735,0.226,0.486,0.555,0.45899999999999996,2019-20,BYU
"Rebound, 11-30 s",0.19699999999999998,0.532,0.264,0.667,0.33399999999999996,0.42100000000000004,0.402,0.358,2019-20,BYU
"Opp score, 0-10 s",0.052000000000000005,0.706,0.3,0.778,0.244,0.636,0.456,0.46299999999999997,2019-20,BYU
"Opp score, 11-30 s",0.37200000000000005,0.564,0.255,0.6709999999999999,0.37,0.445,0.376,0.405,2019-20,BYU
"Steal, 0-10 s",0.032,0.627,0.309,0.8240000000000001,0.127,0.5710000000000001,0.564,0.355,2019-20,BYU
"Steal, 11-30 s",0.017,0.5,0.10300000000000001,0.33299999999999996,0.483,0.429,0.414,0.41700000000000004,2019-20,BYU
Transition,0.263,0.66,0.24600000000000002,0.759,0.218,0.525,0.536,0.447,2019-20,BYU
