name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Yoeli Childs,19,0.113,0.127,0.833,0.045,0,0,2019-20,BYU
Kolby Lee,13,0.22,0.233,0.909,0.027999999999999997,0,0,2019-20,BYU
Dalton Nixon,8,0.11699999999999999,0.071,0.429,0.026000000000000002,0,0,2019-20,BYU
Zac Seljaas,7,0.135,0.083,0.4,0.087,0.125,0.5,2019-20,BYU
Alex Barcello,3,0,0,NA,0.049,0,0,2019-20,BYU
TJ Haws,1,0,0,NA,0,0,NA,2019-20,BYU
Gavin Baxter,1,0.2,0.33299999999999996,1,0,0,NA,2019-20,BYU
Connor Harding,1,0.027000000000000003,0,0,0,0,NA,2019-20,BYU
Jake Toolson,1,0.017,0.028999999999999998,1,0,0,NA,2019-20,BYU
Total,54,0.077,0.079,0.711,0.024,0.004,0.067,2019-20,BYU
