name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
James Webb III,30,0.267,0.312,0.889,0.115,0,0,2014-15
Chandler Hutchison,10,0.233,0.174,0.4,0,0,NA,2014-15
Robert Heyer,7,0.146,0.107,0.5,0.14300000000000002,0,0,2014-15
David Wacker,5,0.136,0.154,0.667,0.077,0.111,0.5,2014-15
Igor Hadziomerovic,5,0.077,0.107,0.75,0.032,0,0,2014-15
Derrick Marks,4,0.024,0.034,1,0.009000000000000001,0.01,0.5,2014-15
Kevin Allen,4,0.10300000000000001,0.14300000000000002,1,0,0,NA,2014-15
Nick Duncan,3,0.115,0.17600000000000002,1,0,0,NA,2014-15
Dezmyn Trent,2,0.091,0,0,0.2,0,0,2014-15
Anthony Drmic,1,0.05,0,0,0,0,NA,2014-15
Mikey Thompson,1,0,0,NA,0.018000000000000002,0,0,2014-15
Total,72,0.111,0.129,0.738,0.023,0.012,0.182,2014-15
