shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.386,0.556,0.07400000000000001,0.6,2018-19
2pt Jumpers,0.239,0.379,0.069,0.40700000000000003,2018-19
3pt Shots,0.375,0.318,0.013000000000000001,0.322,2018-19
