name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Lavelle Scottie,21,0.228,0.163,0.444,0.023,0.018000000000000002,0.33299999999999996,2017-18,AirForce
Ryan Swan,16,0.131,0.13699999999999998,0.636,0.062,0.067,0.4,2017-18,AirForce
Frank Toohey,14,0.4,0.5,0.5,0.05,0.055999999999999994,0.5,2017-18,AirForce
VAN,10,0.294,0.23800000000000002,0.5,0,0,NA,2017-18,AirForce
Trevor Lyons,7,0.083,0.045,0.28600000000000003,0,0,NA,2017-18,AirForce
Jonathan Dewane,6,0.154,0.2,1,0.21100000000000002,0.125,0.25,2017-18,AirForce
Ryan Manning,5,0.16,0.158,0.75,0.036000000000000004,0,0,2017-18,AirForce
Caleb Morris,3,0.083,0.125,1,0.077,0.2,1,2017-18,AirForce
Ameka Akaya,3,1,NA,0,0,0,NA,2017-18,AirForce
CJ Siples,2,0.062,0.091,1,0,0,NA,2017-18,AirForce
Christopher Joyce,2,0.33299999999999996,0,0,0,NA,NA,2017-18,AirForce
Pervis Louder,2,0.023,0,0,0.083,0,0,2017-18,AirForce
Dane Norman,2,0.4,0.4,1,0,0,NA,2017-18,AirForce
Bryce Hughes,1,1,1,1,NA,NA,NA,2017-18,AirForce
Total,94,0.151,0.134,0.526,0.035,0.033,0.353,2017-18,AirForce
