name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Zion Williamson,66,0.204,0.21,0.812,0.039,0.083,1,2018-19
RJ Barrett,32,0.096,0.098,0.654,0.026000000000000002,0.042,0.6,2018-19
Marques Bolden,19,0.226,0.183,0.579,0,0,NA,2018-19
Javin DeLaurier,16,0.21899999999999997,0.196,0.688,0,0,NA,2018-19
Jack White,11,0.267,0.25,0.625,0.75,NA,0,2018-19
Tre Jones,8,0.049,0.048,0.6,0.018000000000000002,0.024,0.5,2018-19
Cam Reddish,8,0.049,0.048,0.5,0.036000000000000004,0.043,0.33299999999999996,2018-19
Alex O'Connell,4,0.15,0.133,0.667,0,0,NA,2018-19
Antonio Vrankovic,4,0.364,0.28600000000000003,0.5,0,NA,NA,2018-19
Mike Buckmire,1,NA,NA,NA,0.5,NA,0,2018-19
Joey Baker,1,1,NA,0,0,NA,NA,2018-19
Jordan Goldwire,1,0.077,0,0,0,0,NA,2018-19
Justin Robinson,1,0.25,0.25,1,NA,NA,NA,2018-19
Total,172,0.151,0.152,0.6970000000000001,0.031,0.038,0.43799999999999994,2018-19
