shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.415,0.585,0.115,0.6609999999999999,2018-19,Niagara
2pt Jumpers,0.212,0.374,0.051,0.39399999999999996,2018-19,Niagara
3pt Shots,0.373,0.38,0.006,0.382,2018-19,Niagara
