name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Alex Larsson,21,0.22399999999999998,0.25,0.706,0.07,0.105,0.5,2015-16
Secean Johnson,21,0.154,0.141,0.556,0.022000000000000002,0,0,2015-16
Taylor Johns,17,0.134,0.13699999999999998,0.625,0.012,0,0,2015-16
Menno Dijkstra,16,0.233,0.25,0.7859999999999999,0.039,0.043,0.5,2015-16
Gentrey Thomas,5,0.013000000000000001,0,0,0.08800000000000001,0,0,2015-16
Jaylen Bland,4,0.016,0.037000000000000005,1,0.028999999999999998,0,0,2015-16
Primitivo Gomez,1,0.16699999999999998,0,0,0,NA,NA,2015-16
Malik Thames,1,0,0,NA,0.017,0,0,2015-16
Steven Jones,1,0.028999999999999998,0,0,0,0,NA,2015-16
Robert Boezeman,1,0.071,0.111,1,0,0,NA,2015-16
Total,88,0.113,0.121,0.643,0.03,0.018000000000000002,0.2,2015-16
