shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.39299999999999996,0.5589999999999999,0.08900000000000001,0.614,2018-19
2pt Jumpers,0.23,0.36700000000000005,0.044000000000000004,0.384,2018-19
3pt Shots,0.377,0.325,0.001,0.325,2018-19
