name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season
John Caleb Sanders,369,0.543,0.485,0.499,0.516,0.2,0.17300000000000001,0.281,0.055999999999999994,0.32799999999999996,0.364,0.8859999999999999,0.469,0.763,2012-13
Tavares Speaks,367,0.527,0.45799999999999996,0.272,0.67,0.373,0.64,0.353,0.59,0.087,0.375,1,0.444,0.81,2012-13
Davon Marshall,337,0.637,0.608,0.16,0.574,0.226,0.125,0.35700000000000004,0.067,0.715,0.44,0.792,0.243,0.841,2012-13
Tomasz Gielo,194,0.477,0.436,0.34,0.424,0.46399999999999997,0.304,0.424,0.28,0.35600000000000004,0.304,0.9520000000000001,0.273,0.755,2012-13
Casey Roberts,168,0.517,0.491,0.23199999999999998,0.385,0.133,0.161,0.33299999999999996,0.111,0.607,0.382,0.872,0.244,0.7070000000000001,2012-13
JR Coronado,135,0.503,0.48100000000000004,0.778,0.514,0.556,0.222,0.36700000000000005,0.273,0,NA,NA,0.607,0.5489999999999999,2012-13
Andrew Smith,97,0.515,0.46399999999999997,0.722,0.5710000000000001,0.6,0.278,0.185,0.6,0,NA,NA,0.505,0.6940000000000001,2012-13
Chad Donley,87,0.479,0.47100000000000003,0.08,0.857,0.667,0.092,0.25,0.5,0.828,0.306,0.955,0.092,0.625,2012-13
VANDER,74,0.546,0.486,0.662,0.531,0.423,0.33799999999999997,0.4,0.5,0,NA,NA,0.8109999999999999,0.667,2012-13
Jarred Jourdan,26,0.44600000000000006,0.442,0.5,0.5379999999999999,0.28600000000000003,0.34600000000000003,0.33299999999999996,0.33299999999999996,0.154,0.25,1,0.34600000000000003,0.444,2012-13
Sommy Ogukwe,22,0.54,0.545,0.909,0.55,0.545,0.091,0.5,1,0,NA,NA,0.818,0.5,2012-13
Larry Taylor,14.000000000000002,0.33699999999999997,0.35700000000000004,0.5,0.7140000000000001,0.4,0.14300000000000002,0,NA,0.35700000000000004,0,NA,0.5710000000000001,0.25,2012-13
Kelly Assinesi,11,0.4260000000000001,0.364,0.182,0,NA,0.273,0.33299999999999996,0,0.545,0.33299999999999996,1,0.364,0.75,2012-13
Total,1901.0000000000002,0.536,0.494,0.377,0.5379999999999999,0.377,0.28,0.34299999999999997,0.39899999999999997,0.34299999999999997,0.379,0.862,0.395,0.725,2012-13
D-I Team Averages,NA,0.542,0.504,0.38299999999999995,0.609,0.418,0.293,0.35700000000000004,0.35,0.32299999999999995,0.34299999999999997,0.8490000000000001,0.426,0.691,2012-13
