shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.39799999999999996,0.617,0.111,0.6940000000000001,2011-12,Northeastern
2pt Jumpers,0.29600000000000004,0.321,0.095,0.355,2011-12,Northeastern
3pt Shots,0.306,0.32899999999999996,0.006,0.331,2011-12,Northeastern
