name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Perry Francois,14,0.235,0.25,0.5,0.162,0.21100000000000002,0.667,2017-18,A&M-CorpusChristi
Sean Rhea,12,0.094,0.10300000000000001,0.7,0.027000000000000003,0.043,0.5,2017-18,A&M-CorpusChristi
Elijah Schmidt,10,0.10300000000000001,0.10800000000000001,0.667,0.095,0.055999999999999994,0.25,2017-18,A&M-CorpusChristi
Joseph Kilgore,10,0.10800000000000001,0.091,0.444,0.004,0.01,1,2017-18,A&M-CorpusChristi
Kareem South,4,0.06,0.04,0.33299999999999996,0.008,0,0,2017-18,A&M-CorpusChristi
Colin Hale,4,0.07400000000000001,0.067,0.5,0.083,0,0,2017-18,A&M-CorpusChristi
Myles Smith,3,0.061,0.04,0.33299999999999996,0,0,NA,2017-18,A&M-CorpusChristi
Emmanuel Toney,2,0.25,0,0,0,0,NA,2017-18,A&M-CorpusChristi
Deion Rhea,2,0.095,0.083,0.5,0,0,NA,2017-18,A&M-CorpusChristi
York Benjamin,2,0.154,0.2,0.5,0,0,NA,2017-18,A&M-CorpusChristi
David Bloom,1,0.33299999999999996,NA,0,0,0,NA,2017-18,A&M-CorpusChristi
Jamell Bradley,1,0.2,0,0,0,0,NA,2017-18,A&M-CorpusChristi
Total,65,0.1,0.08900000000000001,0.49,0.024,0.026000000000000002,0.43799999999999994,2017-18,A&M-CorpusChristi
