shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.397,0.569,0.094,0.628,2019-20,LIU
2pt Jumpers,0.243,0.387,0.037000000000000005,0.402,2019-20,LIU
3pt Shots,0.36,0.33399999999999996,0.009000000000000001,0.337,2019-20,LIU
