name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jabari McGhee,42,0.24600000000000002,0.244,0.588,0.11800000000000001,0.091,0.25,2018-19
Terry Taylor,38,0.14400000000000002,0.153,0.7859999999999999,0.055999999999999994,0.062,0.5,2018-19
Steve Harris,17,0.102,0.145,0.769,0.027000000000000003,0.031,0.5,2018-19
Chris Porter-Bunton,7,0.061,0.076,0.7140000000000001,0,0,NA,2018-19
Richard Henderson,5,0.182,0.14300000000000002,0.5,0.053,0,0,2018-19
Jarrett Givens,3,0.1,0.067,0.5,0.026000000000000002,0,0,2018-19
Ivan Cucak,3,0.091,0.16699999999999998,1,0.067,0,0,2018-19
Matheus Silveira,2,0.125,0.16699999999999998,1,0.14300000000000002,0,0,2018-19
Dayton Gumm,1,0,0,NA,0.067,0,0,2018-19
Isaiah Hart,1,0.067,0,0,0,0,NA,2018-19
Zach Glotta,1,0,0,NA,0.042,0.111,1,2018-19
Total,120,0.12300000000000001,0.138,0.685,0.042,0.036000000000000004,0.34600000000000003,2018-19
