name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Koby Thomas,33,0.134,0.111,0.52,0.08800000000000001,0.125,0.429,2019-20
Brendan Medley-Bacon,28,0.26,0.293,0.63,0.012,0,0,2019-20
Andrew Robinson,10,0.321,0.353,0.667,0.026000000000000002,0.067,1,2019-20
Jordan Hardwick,7,0.7,0.7140000000000001,0.7140000000000001,0,NA,NA,2019-20
Aaron Robinson,4,0.267,0.1,0.25,0,0,NA,2019-20
Nigel Marshall,4,0.364,0.429,0.75,0,NA,NA,2019-20
Dejuan Clayton,3,0,0,NA,0,0,NA,2019-20
Giir Ring,3,0.375,0.4,0.667,0,0,NA,2019-20
Reggie James,2,0.083,0.053,0.5,0,0,NA,2019-20
Kamar McKnight,1,0.013999999999999999,0.024,1,0,0,NA,2019-20
Total,95,0.134,0.134,0.598,0.024,0.033,0.444,2019-20
