shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.344,0.61,0.096,0.675,2018-19,Hampton
2pt Jumpers,0.259,0.326,0.069,0.35,2018-19,Hampton
3pt Shots,0.397,0.331,0.01,0.33399999999999996,2018-19,Hampton
