shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.292,0.59,0.095,0.652,2012-13
2pt Jumpers,0.359,0.32,0.077,0.34700000000000003,2012-13
3pt Shots,0.349,0.332,0.009000000000000001,0.335,2012-13
