name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Torrion Brummitt,22,0.111,0.138,0.722,0.044000000000000004,0.033,0.25,2014-15
Mike Brown,21,0.18100000000000002,0.153,0.529,0.03,0,0,2014-15
James Sinclair,17,0.11699999999999999,0.141,0.6920000000000001,0.017,0.023,0.5,2014-15
Tucker Thompson,15,0.321,0.235,0.444,0.14,0.188,0.5,2014-15
Justin Browning,9,0.121,0.13,0.75,0.053,0.16699999999999998,1,2014-15
Kenneth Hall,9,0.281,0.28600000000000003,0.667,0,0,NA,2014-15
TORRION,3,0.33299999999999996,0.33299999999999996,1,0.4,NA,0,2014-15
Rhett Harrelson,3,0,0,NA,0.045,0,0,2014-15
JAMES,3,0.667,0.667,1,0.111,0,0,2014-15
MIKE,2,0.33299999999999996,0.5,1,0.33299999999999996,0.5,1,2014-15
Ashley Williams,1,0.5,0.5,1,0,NA,NA,2014-15
Charlendez Brooks,1,0.14300000000000002,0,0,0,0,NA,2014-15
JUSTIN,1,0.5,0.5,1,NA,NA,NA,2014-15
Haboubacar Mutombo,1,NA,NA,NA,1,NA,0,2014-15
Total,108,0.14300000000000002,0.154,0.654,0.039,0.034,0.308,2014-15
