name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Mark Nwakamma,16,0.105,0.098,0.6,0,0,NA,2014-15,Hartford
John Carroll,14,0.139,0.091,0.28600000000000003,0,0,NA,2014-15,Hartford
Nate Sikma,5,0.125,0.091,0.4,0,0,NA,2014-15,Hartford
Taylor Dyson,5,0.16699999999999998,0.16699999999999998,0.25,0,0,NA,2014-15,Hartford
Dougal Weir,4,0.5710000000000001,0.667,0.5,0,0,NA,2014-15,Hartford
Jamie Schneck,3,0.17600000000000002,0.125,0.33299999999999996,0,NA,NA,2014-15,Hartford
Wes Cole,2,0,0,NA,0.055999999999999994,0.33299999999999996,1,2014-15,Hartford
Yolonzo Moore II,2,0.013999999999999999,0.023,1,0,0,NA,2014-15,Hartford
Jack Hobbs,1,0.33299999999999996,0.33299999999999996,1,0,0,NA,2014-15,Hartford
Justin Graham,1,0,0,NA,0,0,NA,2014-15,Hartford
Total,53,0.08199999999999999,0.066,0.447,0.003,0.011000000000000001,1,2014-15,Hartford
