name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
David Howard,22,0.179,0.138,0.474,0.054000000000000006,0.045,0.33299999999999996,2016-17,Evansville
Duane Gibson,12,0.10400000000000001,0.044000000000000004,0.25,0.042,0.081,0.75,2016-17,Evansville
Ryan Taylor,11,0.114,0.037000000000000005,0.2,0.031,0.035,0.5,2016-17,Evansville
Willie Wiley,8,0.121,0.087,0.5,0.062,0.045,0.25,2016-17,Evansville
Christian Benzon,8,0.04,0.054000000000000006,0.75,0.10800000000000001,0.33299999999999996,0.5,2016-17,Evansville
Sergej Vucetic,5,0.14800000000000002,0.214,0.75,0.038,0.111,1,2016-17,Evansville
Solomon Hainna,5,0.308,0.33299999999999996,0.75,0.048,0,0,2016-17,Evansville
Dalen Tradre,5,0.13,0.091,0.33299999999999996,0.28600000000000003,0.33299999999999996,0.5,2016-17,Evansville
Jaylon Brown,4,0.013999999999999999,0.022000000000000002,1,0.008,0.011000000000000001,0.5,2016-17,Evansville
Dru Smith,3,0.055999999999999994,0.083,1,0.028999999999999998,0.077,1,2016-17,Evansville
Jaiveon Eaves,2,0.16699999999999998,0.125,0.5,0,0,NA,2016-17,Evansville
Total,85,0.09300000000000001,0.077,0.509,0.035,0.047,0.5,2016-17,Evansville
