name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Mike Daum,41,0.14400000000000002,0.191,0.8440000000000001,0.064,0.07,0.556,2018-19
Matt Dentlinger,21,0.321,0.273,0.5,0.6,0.33299999999999996,0.33299999999999996,2018-19
Alex Arians,4,0.057,0.08199999999999999,1,0,0,NA,2018-19
David Jenkins,4,0.042,0.024,0.25,0,0,NA,2018-19
Alou Dillon,4,0.111,0.154,1,0.222,0,0,2018-19
Skyler Flatten,2,0.008,0,0,0,0,NA,2018-19
Tevin King,2,0.017,0.028999999999999998,1,0,0,NA,2018-19
Owen King,1,0.02,0.032,1,0,0,NA,2018-19
Beau Brown,1,0.25,0,0,0,NA,NA,2018-19
Ryan Krueger,1,0.25,0.25,1,0,NA,NA,2018-19
Total,81,0.087,0.1,0.7120000000000001,0.038,0.034,0.429,2018-19
