name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Laron Griffin,34,0.248,0.267,0.769,0.138,0.115,0.375,2011-12,EasternWash.
Cliff Ederaine,17,0.094,0.10300000000000001,0.6920000000000001,0.040999999999999995,0.08800000000000001,0.75,2011-12,EasternWash.
Tremayne Johnson,15,0.159,0.16699999999999998,0.545,0.068,0,0,2011-12,EasternWash.
Collin Chiverton,10,0.129,0.061,0.222,0.009000000000000001,0,0,2011-12,EasternWash.
Cliff Colimon,5,0.018000000000000002,0.034,1,0.013999999999999999,0,0,2011-12,EasternWash.
Parker Kelly,4,0.444,0.33299999999999996,0.5,0,0,NA,2011-12,EasternWash.
Jaylen Henry,3,1,1,0.33299999999999996,0,NA,NA,2011-12,EasternWash.
Jeffrey Forbes,2,0.047,0.048,0.5,0,0,NA,2011-12,EasternWash.
Jordan Hickert,2,0,0,NA,0.182,0,0,2011-12,EasternWash.
Total,92,0.124,0.132,0.614,0.038,0.034,0.28600000000000003,2011-12,EasternWash.
