shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.375,0.611,0.106,0.684,2019-20
2pt Jumpers,0.22699999999999998,0.345,0.054000000000000006,0.365,2019-20
3pt Shots,0.39799999999999996,0.35600000000000004,0.003,0.35700000000000004,2019-20
