shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.42,0.5329999999999999,0.126,0.61,2011-12
2pt Jumpers,0.281,0.377,0.059000000000000004,0.401,2011-12
3pt Shots,0.299,0.3,0.01,0.304,2011-12
