shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.276,0.595,0.092,0.655,2018-19,SoutheasternLa.
2pt Jumpers,0.373,0.434,0.049,0.457,2018-19,SoutheasternLa.
3pt Shots,0.35100000000000003,0.33,0.005,0.331,2018-19,SoutheasternLa.
