shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.425,0.563,0.132,0.649,2017-18,MountSt.Mary's
2pt Jumpers,0.201,0.40399999999999997,0.037000000000000005,0.42,2017-18,MountSt.Mary's
3pt Shots,0.374,0.34700000000000003,0.009000000000000001,0.35,2017-18,MountSt.Mary's
