shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.376,0.606,0.127,0.695,2015-16,SacramentoSt.
2pt Jumpers,0.252,0.332,0.071,0.35700000000000004,2015-16,SacramentoSt.
3pt Shots,0.37200000000000005,0.316,0.013000000000000001,0.32,2015-16,SacramentoSt.
