shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.40299999999999997,0.655,0.054000000000000006,0.693,2015-16
2pt Jumpers,0.302,0.39,0.025,0.4,2015-16
3pt Shots,0.295,0.353,0.012,0.358,2015-16
