name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Spencer Collins,12,0.149,0.212,0.7,0.006999999999999999,0,0,2015-16
CJ Neumann,11,0.11699999999999999,0.133,0.667,0.053,0.14300000000000002,1,2015-16
Ryan Sawvell,8,0.145,0.163,0.875,0,0,NA,2015-16
Justin Gordon,7,0.039,0.045,0.75,0.018000000000000002,0,0,2015-16
Matt Pegram,4,0.111,0,0,0.055999999999999994,0,0,2015-16
Jaylen Allen,4,0.111,0,0,0.027999999999999997,0.077,1,2015-16
Cameron Jackson,3,0.125,0.25,1,0.154,0.14300000000000002,0.5,2015-16
Eric Garcia,2,0,0,NA,0.049,0.1,1,2015-16
Trevor Stumpe,1,0.111,0.125,1,0,0,NA,2015-16
Zach Korkowski,1,0.25,0.25,1,0,0,NA,2015-16
Fletcher Magee,1,0.027999999999999997,0.042,1,0,0,NA,2015-16
Total,54,0.086,0.09699999999999999,0.675,0.022000000000000002,0.027000000000000003,0.462,2015-16
