name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Rokas Gustys,39,0.195,0.183,0.647,0.109,0.14300000000000002,0.6,2017-18
Joel Angus III,14,0.184,0.14800000000000002,0.444,0.132,0.2,0.6,2017-18
Hunter Sabety,13,0.18600000000000003,0.191,0.818,0.14300000000000002,0,0,2017-18
Eli Pemberton,6,0.045,0.059000000000000004,0.75,0.01,0,0,2017-18
Stafford Trueheart,5,0.192,0.16699999999999998,0.6,0,0,NA,2017-18
Justin Wright-Foreman,5,0.022000000000000002,0.023,0.667,0.005,0.012,1,2017-18
Desure Buie,2,0.022000000000000002,0.048,1,0,0,NA,2017-18
Kenny Wormley,1,0,0,NA,0.019,0,0,2017-18
Matija Radovic,1,0.2,0.5,1,0,0,NA,2017-18
Total,86,0.105,0.113,0.662,0.027999999999999997,0.033,0.467,2017-18
