shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.266,0.545,0.08800000000000001,0.597,2012-13
2pt Jumpers,0.368,0.4,0.062,0.426,2012-13
3pt Shots,0.366,0.33899999999999997,0.003,0.34,2012-13
