start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.134,0.5589999999999999,0.45899999999999996,0.514,0.131,0.5670000000000001,0.41,0.40399999999999997,2013-14
"Rebound, 11-30 s",0.187,0.495,0.27,0.57,0.355,0.336,0.374,0.395,2013-14
"Opp score, 0-10 s",0.092,0.513,0.34600000000000003,0.556,0.263,0.488,0.391,0.32799999999999996,2013-14
"Opp score, 11-30 s",0.38299999999999995,0.515,0.282,0.5329999999999999,0.363,0.43,0.355,0.392,2013-14
"Steal, 0-10 s",0.087,0.72,0.608,0.8109999999999999,0.115,0.47100000000000003,0.27699999999999997,0.415,2013-14
"Steal, 11-30 s",0.026000000000000002,0.58,0.386,0.529,0.22699999999999998,0,0.386,0.647,2013-14
Transition,0.313,0.59,0.467,0.631,0.165,0.511,0.368,0.38299999999999995,2013-14
