name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season,team
Adonis Filer,268,0.506,0.43700000000000006,0.38799999999999996,0.47100000000000003,0.08199999999999999,0.239,0.359,0,0.373,0.3,0.633,0.425,0.807,2016-17,Fla.Atlantic
Nick Rutherford,237,0.447,0.369,0.43,0.41200000000000003,0.16699999999999998,0.426,0.317,0,0.14300000000000002,0.265,0.778,0.578,0.693,2016-17,Fla.Atlantic
Jailyn Ingram,236,0.466,0.445,0.33899999999999997,0.638,0.41200000000000003,0.5379999999999999,0.354,0.267,0.12300000000000001,0.207,1,0.237,0.625,2016-17,Fla.Atlantic
Gerdarius Troutman,221,0.594,0.579,0.068,0.6,0.33299999999999996,0.163,0.306,0.182,0.769,0.424,0.889,0.163,0.75,2016-17,Fla.Atlantic
Jeantal Cylla,196,0.481,0.441,0.316,0.645,0.375,0.24,0.255,0.5,0.444,0.264,1,0.28600000000000003,0.732,2016-17,Fla.Atlantic
Ronald Delph,189,0.5790000000000001,0.5770000000000001,0.376,0.7609999999999999,0.685,0.624,0.466,0.436,0,NA,NA,0.243,0.565,2016-17,Fla.Atlantic
Frank Booker,153,0.519,0.493,0.14400000000000002,0.909,0.55,0.078,0.25,0.667,0.778,0.294,0.857,0.15,0.826,2016-17,Fla.Atlantic
Justin Massey,148,0.528,0.49,0.284,0.643,0.222,0.135,0.1,0.5,0.581,0.337,0.897,0.29100000000000004,0.767,2016-17,Fla.Atlantic
Marcus Neely,96,0.387,0.365,0.354,0.5,0.588,0.531,0.353,0.444,0.115,0,NA,0.21899999999999997,0.5710000000000001,2016-17,Fla.Atlantic
William Pfister,76,0.477,0.474,0.618,0.489,0.7390000000000001,0.382,0.44799999999999995,0.308,0,NA,NA,0.276,0.47600000000000003,2016-17,Fla.Atlantic
Devorious Brown,18,0.344,0.33299999999999996,0.444,0.625,0.2,0.389,0.14300000000000002,0,0.16699999999999998,0,NA,0.278,0.4,2016-17,Fla.Atlantic
Jordan Phillips,1,0,0,0,NA,NA,0,NA,NA,1,0,NA,0,NA,2016-17,Fla.Atlantic
Jesse Hill,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-17,Fla.Atlantic
Total,1839,0.501,0.467,0.319,0.574,0.392,0.33299999999999996,0.35100000000000003,0.27399999999999997,0.348,0.319,0.858,0.303,0.703,2016-17,Fla.Atlantic
