name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Ronald Delph,34,0.282,0.259,0.7,0.11900000000000001,0.182,0.7140000000000001,2016-17
William Pfister,21,0.298,0.174,0.28600000000000003,0.24100000000000002,0.231,0.429,2016-17
Jailyn Ingram,8,0.05,0.078,1,0.031,0,0,2016-17
Jeantal Cylla,8,0.113,0.125,0.7140000000000001,0.021,0,0,2016-17
Marcus Neely,6,0.11800000000000001,0.17600000000000002,0.75,0.039,0.055999999999999994,0.5,2016-17
Nick Rutherford,6,0.01,0.024,1,0.05,0.031,0.2,2016-17
Justin Massey,5,0.071,0.07400000000000001,0.667,0.05,0,0,2016-17
Adonis Filer,4,0.028999999999999998,0.02,0.33299999999999996,0.016,0.043,1,2016-17
Frank Booker,3,0.136,0.1,0.667,0,0,NA,2016-17
Devorious Brown,2,0.125,0,0,0.14300000000000002,0,0,2016-17
Gerdarius Troutman,1,0,0,NA,0.027999999999999997,0.091,1,2016-17
Total,98,0.102,0.107,0.6,0.06,0.079,0.45899999999999996,2016-17
