name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Bam Bowman,15,0.191,0.182,0.615,0.11800000000000001,0.25,0.5,2019-20,Miami(OH)
Dalonte Brown,15,0.14300000000000002,0.122,0.462,0.02,0,0,2019-20,Miami(OH)
"DAEGRANT,DAE",11,0.062,0.077,0.5,0.071,0.057,0.28600000000000003,2019-20,Miami(OH)
Nike Sibande,9,0.049,0.034,0.429,0.023,0,0,2019-20,Miami(OH)
Mekhi Lairy,7,0.038,0.062,1,0.06,0.032,0.25,2019-20,Miami(OH)
Milos Jovic,7,0.114,0.12,0.6,0.033,0.111,1,2019-20,Miami(OH)
Elijah McNamara,7,0.055999999999999994,0.057,0.667,0.051,0.067,0.5,2019-20,Miami(OH)
Precious Ayah,6,0.158,0.10300000000000001,0.5,0,0,NA,2019-20,Miami(OH)
Josh Brewer,3,0.13,0.133,0.667,0,0,NA,2019-20,Miami(OH)
Isaiah Coleman-Lands,3,0,0,NA,0.027999999999999997,0,0,2019-20,Miami(OH)
Michael Ritchie,1,0,NA,NA,0.5,NA,0,2019-20,Miami(OH)
Myja White,1,0,0,NA,0,0,NA,2019-20,Miami(OH)
Total,85,0.091,0.085,0.5539999999999999,0.045,0.039,0.304,2019-20,Miami(OH)
