name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Rico Gathers,79,0.35,0.27899999999999997,0.44299999999999995,0.098,0.087,0.222,2014-15
Johnathan Motley,37,0.261,0.25,0.5670000000000001,0.064,0.10300000000000001,0.429,2014-15
Taurean Prince,26,0.171,0.243,0.9,0.062,0.09699999999999999,0.6,2014-15
Royce O'Neale,21,0.157,0.115,0.429,0.16699999999999998,0.111,0.16699999999999998,2014-15
Deng Deng,6,0.16699999999999998,0.16699999999999998,0.667,0,0,NA,2014-15
T.J. Maston,4,0.267,0.375,0.75,NA,NA,NA,2014-15
Ishmail Wainright,4,0.308,0.375,0.75,0,0,NA,2014-15
Kenny Chery,2,0,0,NA,0.02,0.026000000000000002,0.5,2014-15
"JONES,ROOSEVELT",1,0.33299999999999996,1,1,0,0,NA,2014-15
Lester Medford,1,0.016,0,0,0,0,NA,2014-15
Total,181,0.2,0.19699999999999998,0.5529999999999999,0.057999999999999996,0.063,0.345,2014-15
