name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jordan Reed,29,0.177,0.20199999999999999,0.621,0,0,NA,2013-14
Magnus Richards,15,0.289,0.235,0.364,0.065,0.125,0.5,2013-14
Nick Madray,11,0.2,0.24,0.667,0.054000000000000006,0.062,0.5,2013-14
Roland Brown,8,0.1,0.098,0.5710000000000001,0.021,0,0,2013-14
Alex Ogundadegbe,6,0.138,0.235,1,0.133,0,0,2013-14
Marlon Beck II,2,0.03,0.031,0.5,0,0,NA,2013-14
Rayner Moquete,1,0.05,0.1,1,0,0,NA,2013-14
Karon Waller,1,0.037000000000000005,0.083,1,0,0,NA,2013-14
Yosef Yacob,1,0,0,NA,0,0,NA,2013-14
Total,74,0.11900000000000001,0.142,0.609,0.02,0.022000000000000002,0.33299999999999996,2013-14
