name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Kayne Henry,30,0.154,0.159,0.609,0.132,0.053,0.14300000000000002,2019-20,JacksonvilleSt.
Jacara Cross,25,0.11599999999999999,0.115,0.696,0.031,0.043,0.5,2019-20,JacksonvilleSt.
De'Torrion Ware,16,0.174,0.18,0.6,0,0,NA,2019-20,JacksonvilleSt.
Elias Harden,9,0.133,0.154,0.667,0.038,0.045,0.33299999999999996,2019-20,JacksonvilleSt.
Martin Roub,5,0.308,0.4,1,0.037000000000000005,0,0,2019-20,JacksonvilleSt.
Maros Zeliznak,5,0.14300000000000002,0.235,0.8,0,0,NA,2019-20,JacksonvilleSt.
Ty Hudson,4,0.039,0.086,1,0.022000000000000002,0.05,1,2019-20,JacksonvilleSt.
Juwan Perdue,3,0.125,0.111,0.5,0.125,0,0,2019-20,JacksonvilleSt.
Derek St. Hilaire,3,0.049,0.042,0.5,0.028999999999999998,0.091,1,2019-20,JacksonvilleSt.
Justin Murphy,1,0.25,0,0,NA,NA,NA,2019-20,JacksonvilleSt.
ST,1,0.14300000000000002,0,0,0,0,NA,2019-20,JacksonvilleSt.
Derrick Cook,1,0.019,0.03,1,0,0,NA,2019-20,JacksonvilleSt.
Total,103,0.111,0.125,0.6629999999999999,0.036000000000000004,0.031,0.312,2019-20,JacksonvilleSt.
