shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.348,0.621,0.087,0.6809999999999999,2019-20,JacksonvilleSt.
2pt Jumpers,0.271,0.409,0.049,0.43,2019-20,JacksonvilleSt.
3pt Shots,0.381,0.326,0,0.326,2019-20,JacksonvilleSt.
