name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season
Zach Jackson,366,0.626,0.581,0.462,0.645,0.413,0.273,0.42,0.28600000000000003,0.265,0.423,0.8540000000000001,0.402,0.823,2017-18
Daniel Norl,291,0.592,0.55,0.32299999999999995,0.691,0.185,0.251,0.397,0.138,0.426,0.355,0.75,0.326,0.821,2017-18
KJ Robinson,262,0.48400000000000004,0.46,0.267,0.429,0.133,0.298,0.37200000000000005,0.138,0.435,0.36,0.78,0.13,0.8240000000000001,2017-18
JT Gibson,258,0.5740000000000001,0.55,0.19399999999999998,0.62,0.258,0.22899999999999998,0.40700000000000003,0.083,0.578,0.389,0.845,0.147,0.868,2017-18
Mitch Hahn,166,0.45799999999999996,0.40700000000000003,0.187,0.452,0.214,0.325,0.35200000000000004,0.316,0.488,0.284,0.652,0.331,0.745,2017-18
Matt Pile,128,0.597,0.648,0.812,0.7120000000000001,0.473,0.188,0.375,0.111,0,NA,NA,0.469,0.35,2017-18
Lamar Wofford-Humphrey,97,0.587,0.588,0.41200000000000003,0.7,0.5,0.474,0.5,0.522,0.113,0.364,0.75,0.20600000000000002,0.55,2017-18
Ayo Akinwole,90,0.525,0.517,0.156,0.5710000000000001,0.375,0.4,0.444,0.312,0.444,0.375,0.9329999999999999,0.21100000000000002,0.579,2017-18
Daniel Meyer,78,0.396,0.423,0.8079999999999999,0.444,0.643,0.179,0.35700000000000004,0.2,0.013000000000000001,0,NA,0.34600000000000003,0.222,2017-18
",LAMAR",74,0.48700000000000004,0.466,0.43200000000000005,0.531,0.294,0.365,0.259,0.14300000000000002,0.203,0.467,1,0.203,0.667,2017-18
Renard Suggs,61,0.4280000000000001,0.418,0.18,0.273,0.667,0.033,0,NA,0.787,0.312,0.8,0.033,1,2017-18
Alex Allbery,41,0.542,0.537,0.415,0.47100000000000003,0.25,0.244,0.5,0.2,0.341,0.429,0.833,0.122,0.6,2017-18
Total,1912,0.55,0.525,0.363,0.597,0.364,0.27399999999999997,0.39799999999999996,0.23600000000000002,0.363,0.366,0.807,0.27,0.706,2017-18
