start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.115,0.46799999999999997,0.373,0.5870000000000001,0.159,0.344,0.46799999999999997,0.27699999999999997,2017-18
"Rebound, 11-30 s",0.217,0.419,0.20600000000000002,0.48700000000000004,0.29100000000000004,0.29100000000000004,0.503,0.311,2017-18
"Score, 0-10 s",0.052000000000000005,0.483,0.33299999999999996,0.433,0.16699999999999998,0.5329999999999999,0.5,0.33299999999999996,2017-18
"Score, 11-30 s",0.406,0.47100000000000003,0.24600000000000002,0.557,0.28,0.32299999999999995,0.475,0.342,2017-18
"Steal, 0-10 s",0.066,0.552,0.748,0.616,0.052000000000000005,0.5,0.2,0.217,2017-18
"Steal, 11-30 s",0.027999999999999997,0.36700000000000005,0.204,0.5,0.28600000000000003,0.5,0.51,0.16,2017-18
Transition,0.233,0.495,0.47,0.5760000000000001,0.131,0.415,0.39899999999999997,0.284,2017-18
