start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season,team
"Rebound, 0-10 s",0.141,0.479,0.374,0.534,0.14,0.303,0.485,0.325,2015-16,BostonU.
"Rebound, 11-30 s",0.228,0.475,0.306,0.509,0.28,0.377,0.414,0.344,2015-16,BostonU.
"Opp score, 0-10 s",0.048,0.531,0.475,0.632,0.125,0.2,0.4,0.344,2015-16,BostonU.
"Opp score, 11-30 s",0.397,0.505,0.35700000000000004,0.557,0.22899999999999998,0.371,0.414,0.355,2015-16,BostonU.
"Steal, 0-10 s",0.057,0.674,0.611,0.7759999999999999,0.105,0.4,0.284,0.37,2015-16,BostonU.
"Steal, 11-30 s",0.023,0.6709999999999999,0.342,0.6920000000000001,0.342,0.462,0.316,0.583,2015-16,BostonU.
Transition,0.247,0.534,0.449,0.63,0.129,0.302,0.42200000000000004,0.335,2015-16,BostonU.
