name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Shawn Jones,54,0.32899999999999996,0.29600000000000004,0.696,0.045,0.027000000000000003,0.25,2013-14,MiddleTenn.
Neiko Hunter,38,0.256,0.301,0.758,0.032,0.051,0.6,2013-14,MiddleTenn.
Upshaw Reggie,21,0.157,0.149,0.636,0.145,0.083,0.2,2013-14,MiddleTenn.
Jacquez Rozier,11,0.16699999999999998,0.19399999999999998,0.75,0.086,0.2,0.667,2013-14,MiddleTenn.
Marcus Tarrance,8,0.25,0.28600000000000003,0.667,0.051,0.077,0.5,2013-14,MiddleTenn.
Trantell Knight,6,0.038,0.063,1,0.048,0,0,2013-14,MiddleTenn.
Kerry Hammonds II,4,0.09699999999999999,0.16699999999999998,1,0.012,0,0,2013-14,MiddleTenn.
Torin Walker,3,0.33299999999999996,0.33299999999999996,0.5,0.071,0,0,2013-14,MiddleTenn.
Joshua Phillips,3,0.5,0.5,0.667,0,0,NA,2013-14,MiddleTenn.
Jaqawn Raymond,3,0,0,NA,0.053,0,0,2013-14,MiddleTenn.
Tharone Chilton,1,0.2,0.2,1,0,0,NA,2013-14,MiddleTenn.
Zane Gibson,1,1,NA,0,0,0,NA,2013-14,MiddleTenn.
Total,153,0.19699999999999998,0.21600000000000003,0.72,0.05,0.040999999999999995,0.294,2013-14,MiddleTenn.
