name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Charles Pride,23,0.185,0.23800000000000002,0.75,0.032,0,0,2019-20
Patrick Harding,21,0.23800000000000002,0.214,0.632,0.067,0.083,0.5,2019-20
Hall Elisias,18,0.157,0.141,0.588,0.083,0.25,1,2019-20
Juan Cardenas,11,0.16699999999999998,0.19399999999999998,0.636,0,0,NA,2019-20
Adam Grant,5,0.039,0.047,0.667,0.011000000000000001,0,0,2019-20
Michael Green III,5,0.03,0.023,0.33299999999999996,0.019,0.025,0.5,2019-20
Benson Lin,4,0.038,0.087,1,0.047,0.077,0.5,2019-20
Ikenna Ndugba,3,0.016,0.03,1,0.017,0,0,2019-20
Mikail Simmons,2,0.062,0.091,1,0,0,NA,2019-20
Sabastian Townes,1,0.125,0,0,0,NA,NA,2019-20
Total,93,0.114,0.131,0.654,0.024,0.027999999999999997,0.4,2019-20
