name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Chris Cokley,31,0.11199999999999999,0.121,0.7140000000000001,0.084,0.038,0.2,2015-16,UAB
William Lee,29,0.302,0.33799999999999997,0.885,0.03,0.054000000000000006,0.667,2015-16,UAB
Tosin Mehinti,23,0.261,0.35600000000000004,0.889,0.083,0.07400000000000001,0.4,2015-16,UAB
Tyler Madison,11,0.262,0.312,0.455,0,0,NA,2015-16,UAB
Dirk Williams,10,0.149,0.159,0.7,0,0,NA,2015-16,UAB
Lewis Sullivan,9,0.11900000000000001,0.12,0.75,0.04,0,0,2015-16,UAB
Hakeem Baxter,6,0.071,0.065,0.5,0,0,NA,2015-16,UAB
Thomas Smallwood,3,0.4,0.25,0.5,0.14300000000000002,0.25,1,2015-16,UAB
Robert Brown,3,0.02,0.017,0.5,0.01,0,0,2015-16,UAB
Nick Norton,1,0.027000000000000003,0.05,1,0,0,NA,2015-16,UAB
Total,126,0.13699999999999998,0.161,0.743,0.04,0.034,0.33299999999999996,2015-16,UAB
