name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Darren White,25,0.14300000000000002,0.152,0.789,0.039,0.019,0.2,2011-12
Eric Griffin,24,0.141,0.157,0.857,0.018000000000000002,0.039,1,2011-12
Marvelle Harris,23,0.24600000000000002,0.222,0.588,0.086,0.1,0.33299999999999996,2011-12
Jihad Wright,10,0.4,0.308,0.5,0.222,0,0,2011-12
Antonio Kalpic,6,0.294,0.267,0.8,0.1,0,0,2011-12
Rico Ferguson,6,0.055,0.026000000000000002,0.25,0.023,0,0,2011-12
Anthony Horton,4,0.077,0,0,0.17600000000000002,0.111,0.33299999999999996,2011-12
Trey Freeman,3,0.013999999999999999,0,0,0.01,0.01,0.5,2011-12
Andrew Ryan,2,0.053,0.1,1,0.062,0,0,2011-12
Amir Celestin,2,0.043,0.062,1,0,0,NA,2011-12
Lorne Merthie,1,0,0,NA,0,0,NA,2011-12
Total,106,0.13,0.136,0.6920000000000001,0.034,0.025,0.292,2011-12
