name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Amidou Bamba,14,0.138,0.105,0.545,0.067,0.158,1,2019-20,Charlotte
Milos Supica,12,0.12,0.161,0.9,0.095,0.2,1,2019-20,Charlotte
Drew Edwards,9,0.11699999999999999,0.152,0.7140000000000001,0.019,0,0,2019-20,Charlotte
Jordan Shepherd,6,0.035,0.012,0.2,0,0,NA,2019-20,Charlotte
Jahmir Young,6,0.05,0.052000000000000005,0.6,0.02,0.077,1,2019-20,Charlotte
Brice Williams,3,0.071,0.1,1,0.055999999999999994,0,0,2019-20,Charlotte
Malik Martin,2,0.036000000000000004,0.027000000000000003,0.5,0,0,NA,2019-20,Charlotte
Cooper Robb,1,0,0,NA,0.026000000000000002,0,0,2019-20,Charlotte
Luka Vasic,1,0,0,NA,0,0,NA,2019-20,Charlotte
Total,54,0.071,0.071,0.634,0.025,0.051,0.667,2019-20,Charlotte
