shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.32,0.578,0.1,0.643,2011-12,BallSt.
2pt Jumpers,0.322,0.298,0.052000000000000005,0.314,2011-12,BallSt.
3pt Shots,0.358,0.355,0.005,0.35700000000000004,2011-12,BallSt.
