name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Darren Payen,22,0.172,0.182,0.706,0.048,0.023,0.2,2015-16,Vermont
Ethan O'Day,20,0.107,0.111,0.684,0.008,0,0,2015-16,Vermont
Drew Urquhart,14,0.154,0.174,0.667,0.024,0,0,2015-16,Vermont
Dre Wills,13,0.122,0.049,0.273,0.05,0,0,2015-16,Vermont
Nate Rohrer,5,0.095,0.133,1,0,0,NA,2015-16,Vermont
Dylan Sinnickson,5,0.5,0.5,0.6,0,0,NA,2015-16,Vermont
Trae Bell-Haynes,4,0.013000000000000001,0.012,0.5,0.031,0.071,1,2015-16,Vermont
Ernie Duncan,3,0.059000000000000004,0.11800000000000001,1,0.019,0,0,2015-16,Vermont
Kurt Steidl,3,0.049,0.07,1,0,0,NA,2015-16,Vermont
Cam Ward,2,0.015,0,0,0.019,0.053,1,2015-16,Vermont
Everett Duncan,2,0.5,0.667,1,NA,NA,NA,2015-16,Vermont
Total,93,0.096,0.1,0.654,0.025,0.018000000000000002,0.28600000000000003,2015-16,Vermont
