shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.479,0.59,0.086,0.6459999999999999,2019-20,Massachusetts
2pt Jumpers,0.203,0.344,0.053,0.363,2019-20,Massachusetts
3pt Shots,0.318,0.33,0.006999999999999999,0.33299999999999996,2019-20,Massachusetts
