shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.331,0.636,0.08199999999999999,0.693,2017-18
2pt Jumpers,0.248,0.361,0.08199999999999999,0.39299999999999996,2017-18
3pt Shots,0.42100000000000004,0.34,0.006999999999999999,0.342,2017-18
