name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Angel Delgado,40,0.221,0.257,0.765,0.067,0.105,0.667,2015-16
Michael Nzei,25,0.313,0.304,0.667,0.33299999999999996,0,0,2015-16
Ismael Sanogo,23,0.20600000000000002,0.228,0.619,0.105,0,0,2015-16
Desi Rodriguez,23,0.155,0.182,0.727,0.013000000000000001,0,0,2015-16
Derrick Gordon,9,0.07,0.062,0.444,0,0,NA,2015-16
Isaiah Whitehead,6,0.037000000000000005,0.02,0.25,0.005,0,0,2015-16
Khadeen Carrington,5,0.019,0.015,0.5,0.009000000000000001,0.024,1,2015-16
Braeden Anderson,4,0.8,1,0.25,0,0,NA,2015-16
Veer Singh,2,0.25,0.33299999999999996,0.5,0,0,NA,2015-16
Michael Dowdy,1,0.5,NA,0,0,NA,NA,2015-16
Total,138,0.145,0.161,0.642,0.026000000000000002,0.024,0.33299999999999996,2015-16
