name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Kevin Puryear,24,0.096,0.061,0.33299999999999996,0.09,0.127,0.5329999999999999,2016-17,Missouri
Russell Woods,22,0.184,0.16699999999999998,0.5710000000000001,0.11,0.16699999999999998,0.5,2016-17,Missouri
K.J. Walton,19,0.094,0.136,0.8,0.196,0.2,0.111,2016-17,Missouri
Jordan Barnett,12,0.14300000000000002,0.162,1,0.087,0.14300000000000002,0.667,2016-17,Missouri
Reed Nikko,10,0.081,0.08,0.667,0.389,1,0.429,2016-17,Missouri
Willie Jackson,9,0.139,0.2,1,0.25,0.25,0.25,2016-17,Missouri
Frankie Hughes,6,0.11599999999999999,0.174,0.8,0.023,0,0,2016-17,Missouri
Adam Wolf,2,0.667,1,0.5,NA,NA,NA,2016-17,Missouri
GEIST,1,0.2,0,0,0,0,NA,2016-17,Missouri
Terrence Phillips,1,0,0,NA,0.017,0,0,2016-17,Missouri
Trevor Glassman,1,NA,NA,NA,0,NA,NA,2016-17,Missouri
WOODS,1,NA,NA,NA,0.5,0,0,2016-17,Missouri
Jordan Geist,1,0,0,NA,0,0,NA,2016-17,Missouri
Total,109,0.09699999999999999,0.111,0.6729999999999999,0.08900000000000001,0.113,0.40399999999999997,2016-17,Missouri
