name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season
Dennis Mavin,451.99999999999994,0.511,0.47200000000000003,0.41600000000000004,0.5529999999999999,0.35600000000000004,0.365,0.382,0.159,0.21899999999999997,0.313,0.774,0.489,0.643,2014-15
Adrian Diaz,272,0.603,0.603,0.618,0.7440000000000001,0.536,0.382,0.375,0.33299999999999996,0,NA,NA,0.647,0.574,2014-15
Daviyon Draper,225,0.509,0.46399999999999997,0.45299999999999996,0.588,0.41700000000000004,0.436,0.316,0.613,0.111,0.36,0.889,0.37799999999999995,0.718,2014-15
Dominique Williams,186,0.496,0.462,0.33299999999999996,0.71,0.523,0.478,0.303,0.37,0.188,0.28600000000000003,0.9,0.258,0.7290000000000001,2014-15
Kris Gulley,139,0.481,0.475,0.187,0.6920000000000001,0.33299999999999996,0.17300000000000001,0.5,0.083,0.64,0.27,1,0.115,0.562,2014-15
Ray Rodriguez,129,0.537,0.516,0.054000000000000006,0.5710000000000001,0.25,0.147,0.368,0,0.7979999999999999,0.359,0.946,0.248,0.688,2014-15
Tashawn Desir,97,0.436,0.397,0.371,0.389,0.14300000000000002,0.268,0.308,0.25,0.361,0.314,0.545,0.309,0.667,2014-15
PORCHER,88,0.526,0.523,0.102,0.556,0.8,0.125,0.455,0.8,0.773,0.353,0.958,0.057,0.6,2014-15
Jason Boswell,51,0.28,0.245,0.255,0.385,0.4,0.353,0.16699999999999998,0,0.392,0.15,1,0.17600000000000002,0.667,2014-15
Hassan Hussein,17,0.73,0.706,0.41200000000000003,0.857,0,0.588,0.6,0.833,0,NA,NA,0.353,0.833,2014-15
Michael Phillip,13,0.49699999999999994,0.5379999999999999,0.846,0.545,0.5,0.154,0.5,0,0,NA,NA,1.1540000000000001,0.4,2014-15
Larry Dennis,12,0.324,0.33299999999999996,0.25,1,1,0.5,0.16699999999999998,1,0.25,0,NA,0.33299999999999996,0.25,2014-15
Jonas Page,7.000000000000001,0.5710000000000001,0.5710000000000001,0.14300000000000002,0,NA,0.14300000000000002,1,1,0.7140000000000001,0.4,1,0,NA,2014-15
Marco Porcher Jimenez,5,0,0,0,NA,NA,0.2,0,NA,0.8,0,NA,0,NA,2014-15
Cody Mann,1,0,0,0,NA,NA,0,NA,NA,1,0,NA,0,NA,2014-15
Total,1694.0000000000002,0.515,0.48700000000000004,0.374,0.622,0.439,0.33899999999999997,0.355,0.324,0.287,0.31,0.887,0.382,0.635,2014-15
