name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Will Kelly,10,0.22899999999999998,0.261,0.75,0.069,0.091,0.5,2012-13
Worth Smith,10,0.061,0.063,0.667,0.027999999999999997,0.018000000000000002,0.25,2012-13
Thurgood Wynn,5,0.091,0.138,1,0.03,0,0,2012-13
Ryan Spadaford,4,0.6,1,0.33299999999999996,0.5,1,1,2012-13
James Loupos,4,0.13,0.16699999999999998,0.667,0.023,0,0,2012-13
Jared Smoot,2,0.055999999999999994,0.083,1,0.125,0,0,2012-13
Kendall Knorr,2,0.091,0.125,1,0.04,0,0,2012-13
Isaiah Roberts,1,0.33299999999999996,0.33299999999999996,1,0,0,NA,2012-13
Jerome Alexander,1,0,0,NA,0.016,0,0,2012-13
Kevin Alter,1,0,0,NA,NA,NA,NA,2012-13
Brennan Wyatt,1,0.071,0,0,0,0,NA,2012-13
Brandon Venturini,1,0.059000000000000004,0.125,1,0,0,NA,2012-13
Tilman Dunbar,1,0.008,0,0,0,0,NA,2012-13
Phil Guglielmo,1,0,NA,NA,0.04,0,0,2012-13
Total,44,0.071,0.085,0.7,0.02,0.013999999999999999,0.231,2012-13
