shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.293,0.574,0.10300000000000001,0.639,2012-13,Colorado
2pt Jumpers,0.341,0.344,0.057,0.365,2012-13,Colorado
3pt Shots,0.366,0.32,0.012,0.324,2012-13,Colorado
