name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Josh Scott,35,0.204,0.254,0.773,0.094,0.055999999999999994,0.231,2012-13
Andre Roberson,31,0.172,0.21600000000000003,0.76,0.079,0.15,0.6,2012-13
Xavier Johnson,21,0.17600000000000002,0.222,0.875,0.09300000000000001,0.2,0.6,2012-13
Shane Harris-Tunks,4,0.13,0,0,0.059000000000000004,0,0,2012-13
Sabatino Chen,4,0.069,0.032,0.25,0,0,NA,2012-13
Askia Booker,3,0.012,0,0,0.006,0,0,2012-13
Jeremy Adams,2,0,0,NA,0.083,0,0,2012-13
Spencer Dinwiddie,2,0.013999999999999999,0,0,0.01,0,0,2012-13
Eli Stalzer,1,0.25,0.33299999999999996,1,0,0,NA,2012-13
Total,103,0.11699999999999999,0.141,0.7120000000000001,0.046,0.042,0.321,2012-13
